CNTYVTD,VTDKEY,CruzR_18G_U.S. Sen,O'RourkeD_18G_U.S. Sen,DikemanL_18G_U.S. Sen
3610010,7300,291,75,2
3610011,7301,178,71,0
3610012,7302,418,137,2
3610013,7303,379,219,4
3610014,7304,551,264,3
3610015,7305,731,180,3
3610016,7306,1140,140,4
3610017,7307,783,96,6
3610018,7308,840,126,1
3610019,7309,659,116,3
3610020,7310,553,86,2
3610021,7311,108,23,0
3610022,7312,460,53,1
3610023,7313,1309,161,7
3610024,7314,660,90,3
3610025,7315,698,126,4
3610026,7316,915,168,5
3610027,7317,921,126,3
3610028,7318,1460,204,3
3610029,7319,435,59,5
3610030,7320,437,67,4
3610031,7321,803,123,3
3610032,7322,901,100,6
3610033,7323,646,96,5
3610034,7324,639,88,7
3630001,7325,299,71,2
3630002,7326,10,1,0
3630003,7327,464,79,1
3630004,7328,236,35,1
3630005,7329,192,56,0
3630006,7330,456,131,4
3630007,7331,260,43,1
3630008,7332,854,103,1
3630009,7333,221,34,0
3630011,7334,108,20,0
3630012,7335,203,37,3
3630013,7336,311,86,4
3630014,7337,80,19,0
3630015,7338,390,61,2
3630016,7339,220,24,1
3630017,7340,209,101,1
3630018,7341,78,17,0
3630020,7342,110,7,0
3630021,7343,350,102,2
3630022,7344,488,81,6
3630023,7345,478,173,3
3630024,7346,89,16,0
3630025,7347,46,8,2
3630026,7348,30,14,1
3630027,7349,683,207,6
3630028,7350,223,90,1
3630029,7351,249,127,4
3630030,7352,210,94,0
3650001,7353,723,176,3
3650002,7354,935,221,3
3650003,7355,582,156,2
3650005,7356,259,27,0
3650007,7357,301,79,4
3650008,7358,102,19,1
3650009,7359,333,50,1
3650010,7360,148,48,1
3650012,7361,250,8,2
3650013,7362,138,46,0
3650014,7363,238,20,1
3650018,7364,1013,176,6
3650019,7365,179,10,2
3650020,7366,178,2,0
3650022,7367,100,84,1
3650026,7368,74,29,1
3650027,7369,464,262,1
3650028,7370,912,177,1
3650029,7371,191,8,1
3670100,7372,1943,506,25
3670105,7373,982,188,7
3670110,7374,623,191,13
3670111,7375,532,140,6
3670115,7376,935,224,14
3670120,7377,867,175,17
3670125,7378,1227,173,11
3670130,7379,1374,265,9
3670135,7380,710,133,15
3670140,7381,493,91,10
3670200,7382,677,214,10
3670205,7383,637,275,13
3670210,7384,942,131,8
3670215,7385,1689,304,14
3670220,7386,367,52,2
3670225,7387,618,112,1
3670230,7388,754,153,6
3670235,7389,541,86,8
3670240,7390,498,94,4
3670245,7391,712,121,5
3670250,7392,709,152,18
3670255,7393,802,224,7
3670260,7394,1777,372,19
3670265,7395,698,142,6
3670300,7396,713,290,10
3670305,7397,1043,315,8
3670310,7398,565,244,7
3670315,7399,1764,467,16
3670320,7400,920,156,11
3670325,7401,928,158,8
3670330,7402,601,136,7
3670335,7403,1900,224,9
3670340,7404,510,61,3
3670345,7405,971,179,10
3670350,7406,1342,224,11
3670400,7407,1628,399,11
3670410,7408,910,240,8
3670415,7409,546,173,8
3670420,7410,1103,204,10
3670430,7411,1233,381,22
3670435,7412,1323,369,13
3670440,7413,2048,464,18
3670445,7414,1019,194,7
3670450,7415,1260,355,14
3670455,7416,637,205,9
3690101,7417,515,112,4
3690201,7418,177,112,2
3690202,7419,164,9,0
3690301,7420,564,66,3
3690303,7421,15,3,0
3690401,7422,157,14,0
3690402,7423,83,56,1
3710001,7424,582,345,4
3710002,7425,448,382,5
3710003,7426,133,14,0
3710004,7427,329,58,2
3710005,7428,46,4,0
3710006,7429,30,18,0
3710007,7430,330,314,4
3710009,7431,100,28,2
3710010,7432,163,176,3
3730001,7433,169,19,1
3730002,7434,218,28,2
3730003,7435,506,145,5
3730004,7436,1036,288,13
3730005,7437,304,85,2
3730006,7438,1523,302,11
3730007,7439,250,102,0
3730008,7440,402,142,4
3730009,7441,287,69,0
3730010,7442,665,298,6
3730011,7443,140,45,0
3730012,7444,63,64,4
3730013,7445,199,19,0
3730014,7446,672,113,4
3730015,7447,924,148,9
3730016,7448,906,186,7
3730017,7449,579,101,1
3730018,7450,299,215,3
3730019,7451,1205,552,12
3730020,7452,1394,632,16
3730021,7453,875,214,4
3730022,7454,178,83,2
3750121,7455,959,253,8
3750122,7456,804,303,15
3750123,7457,1213,659,24
3750124,7458,995,316,15
3750125,7459,1200,630,18
3750126,7460,714,394,15
3750221,7461,261,235,2
3750222,7462,264,187,3
3750223,7463,266,334,3
3750224,7464,580,419,6
3750225,7465,267,267,4
3750321,7466,1346,147,11
3750322,7467,100,16,1
3750323,7468,1874,312,19
3750324,7469,2109,566,8
3750325,7470,974,347,15
3750326,7471,1083,213,8
3750327,7472,458,95,12
3750421,7473,157,271,3
3750422,7474,438,722,11
3750424,7475,186,323,5
3750425,7476,233,320,5
3750426,7477,118,89,3
3750427,7478,90,103,0
3770001,7479,98,180,3
3770002,7480,39,97,1
3770003,7481,3,16,0
3770004,7482,45,222,3
3770005,7483,38,178,0
3770006,7484,11,4,0
3770007,7485,198,523,3
3790101,7486,620,69,3
3790102,7487,315,76,3
3790203,7488,737,101,4
3790204,7489,306,43,1
3790305,7490,441,91,2
3790306,7491,417,143,0
3790407,7492,472,79,6
3790408,7493,394,79,4
3810103,7494,482,200,5
3810110,7495,1157,179,12
3810111,7496,1354,656,17
3810112,7497,1012,440,19
3810114,7498,1059,396,16
3810123,7499,138,57,1
3810131,7500,1269,190,8
3810204,7501,1566,382,14
3810208,7502,437,99,3
3810216,7503,747,184,9
3810222,7504,2138,482,23
3810227,7505,1613,351,11
3810228,7506,2442,614,29
3810230,7507,2546,536,17
3810301,7508,655,147,8
3810302,7509,1148,315,17
3810305,7510,1447,337,8
3810306,7511,1066,242,12
3810307,7512,495,105,3
3810309,7513,1660,213,11
3810315,7514,188,40,2
3810317,7515,116,17,1
3810324,7516,2415,534,20
3810325,7517,927,127,5
3810332,7518,1036,145,7
3810415,7519,1347,387,11
3810418,7520,1585,455,21
3810420,7521,1504,391,9
3810421,7522,1291,404,14
3810426,7523,1948,355,17
3810429,7524,1691,633,13
3830001,7525,70,33,1
3830002,7526,255,37,2
3830003,7527,182,34,2
3830003,7528,22,0,0
3830004,7529,163,32,1
3850001,7530,326,68,1
3850002,7531,360,58,4
3850003,7532,275,66,2
3850004,7533,88,13,0
3850005,7534,262,40,1
3870001,7535,24,4,0
3870004,7536,313,187,0
3870005,7537,494,64,1
3870007,7538,124,26,1
3870007,7539,0,0,0
3870009,7540,171,8,0
3870010,7541,117,6,1
3870011,7542,70,9,0
3870017,7543,128,19,3
3870018,7544,79,11,0
3870024,7545,89,23,0
3870027,7546,217,15,0
3870028,7547,98,42,1
3870029,7548,74,30,0
3870030,7549,67,3,1
3870031,7550,84,6,1
387021,7551,56,22,0
387021,7552,24,12,0
387024,7553,142,68,1
387031,7554,267,191,2
387034,7555,78,71,1
387131,7556,190,30,1
387134,7557,99,20,0
387141,7558,3,0,0
387144,7559,98,19,0
387191,7560,110,16,1
387194,7561,96,13,1
387201,7562,17,15,1
387204,7563,30,21,0
387211,7564,6,2,0
387214,7565,62,20,1
3890002,7566,165,234,0
3890003,7567,235,172,4
3890004,7568,1,0,0
3890005,7569,83,110,0
3890006,7570,25,27,1
3890007,7571,264,230,5
3890008,7572,58,63,1
3890010,7573,215,248,1
3890011,7574,79,168,3
3910001,7575,94,94,1
3910002,7576,403,106,0
3910003,7577,236,72,1
3910004,7578,109,142,2
391001,7579,105,141,2
391002,7580,115,12,1
391002,7581,103,55,0
391003,7582,267,80,0
391004,7583,130,97,1
391004,7584,74,48,1
3930001,7585,113,2,0
3930002,7586,118,3,0
3930003,7587,81,9,0
393041,7588,63,2,0
393042,7589,66,3,0
3950001,7590,396,344,2
3950002,7591,391,241,1
3950003,7592,310,44,3
3950004,7593,338,51,1
3950005,7594,646,206,8
3950006,7595,639,149,3
3950008,7596,164,17,2
3950011,7597,504,168,5
3950013,7598,129,13,1
3950016,7599,132,18,0
3950019,7600,312,38,3
3950022,7601,185,499,2
3950023,7602,146,154,0
3970001,7603,1823,879,31
3970002,7604,1865,783,19
3970003,7605,439,241,9
3970004,7606,465,168,6
3970004,7607,0,0,0
397001,7608,999,607,20
397001,7609,1898,677,29
397001,7610,0,0,0
397001,7611,1937,761,24
397001,7612,312,189,7
397001,7613,867,295,14
397002,7614,1342,653,13
397002,7615,746,431,9
397002,7616,752,225,9
397002,7617,802,616,9
397002,7618,895,718,9
397002,7619,241,167,1
397003,7620,1261,405,11
397003,7621,27,8,0
397003,7622,1357,524,15
397003,7623,13,4,0
397003,7624,1568,422,13
397003,7625,1601,484,11
397003,7626,1240,376,14
397004,7627,1163,652,19
397004,7628,1236,557,15
397004,7629,480,187,8
397004,7630,399,219,5
397004,7631,715,399,8
397004,7632,147,66,1
3990001,7633,615,96,4
3990003,7634,580,83,7
3990004,7635,117,19,2
3990005,7636,91,8,1
3990006,7637,78,6,0
3990007,7638,428,72,2
3990008,7639,326,33,3
3990009,7640,370,51,3
3990010,7641,237,17,0
4010111,7642,433,78,1
4010112,7643,788,160,4
4010113,7644,1185,336,3
4010114,7645,658,147,4
4010201,7646,381,93,1
4010212,7647,427,85,1
4010213,7648,831,187,3
4010214,7649,1141,361,8
4010215,7650,813,302,5
4010302,7651,289,261,3
4010303,7652,369,338,4
4010314,7653,485,55,4
4010314,7654,44,4,0
4010315,7655,409,38,5
4010316,7656,246,18,1
4010317,7657,175,121,2
4010318,7658,478,130,3
4010319,7659,117,87,1
4010404,7660,804,175,8
4010405,7661,572,150,6
4010416,7662,407,83,3
4010417,7663,574,169,3
4010418,7664,969,231,3
4030001,7665,943,104,3
4030002,7666,755,83,6
4030003,7667,155,72,2
4030004,7668,137,7,0
4030005,7669,488,43,2
4030006,7670,789,119,1
4030007,7671,43,50,1
4030008,7672,146,18,0
4050001,7673,439,219,5
4050002,7674,110,85,1
4050003,7675,95,36,0
4050004,7676,156,59,0
4050005,7677,170,24,1
4050006,7678,150,26,0
4050007,7679,161,35,1
4050008,7680,337,30,2
4050009,7681,450,51,2
4050010,7682,192,17,4
4050011,7683,6,152,0
4070001,7684,1318,363,15
4070002,7685,1321,312,7
4070003,7686,398,91,4
4070004,7687,401,28,2
4070005,7688,875,127,7
4070006,7689,984,214,5
4070007,7690,901,308,5
4070008,7691,452,134,4
4070009,7692,292,49,2
4070010,7693,302,59,2
4070011,7694,255,100,2
4090101,7695,114,104,3
4090102,7696,572,553,4
4090103,7697,168,26,1
4090104,7698,409,234,2
4090105,7699,183,453,2
4090106,7700,189,106,7
4090107,7701,87,47,0
4090108,7702,1270,493,13
4090109,7703,930,363,13
4090110,7704,448,324,4
4090111,7705,52,19,0
4090112,7706,168,372,2
4090113,7707,580,439,6
4090114,7708,641,221,3
4090115,7709,1516,540,12
4090116,7710,1218,379,10
4090117,7711,162,64,1
4090118,7712,603,650,4
4090119,7713,449,197,8
4090120,7714,290,96,0
4090121,7715,605,307,7
4090122,7716,12,2,0
4090123,7717,29,24,0
4090124,7718,621,757,5
4090125,7719,19,7,0
4110001,7720,461,71,2
411002,7721,321,34,2
411002,7722,154,15,2
411003,7723,236,51,3
411003,7724,166,30,1
411004,7725,411,40,1
411004,7726,62,6,0
4130001,7727,182,57,2
4130002,7728,180,53,2
4130003,7729,126,55,2
4130004,7730,247,44,2
4150005,7731,56,8,0
4150006,7732,179,27,0
4150007,7733,956,146,5
4150008,7734,364,53,1
4150009,7735,257,20,1
4150010,7736,519,58,2
4150011,7737,72,5,0
4150012,7738,595,131,5
4150013,7739,229,39,1
4150014,7740,67,13,0
4150015,7741,411,142,1
4170101,7742,97,12,1
4170101,7743,204,18,0
4170202,7744,318,21,0
4170303,7745,133,7,1
4170307,7746,139,12,0
4170404,7747,23,0,0
4170405,7748,105,12,1
4170406,7749,153,21,1
4170406,7750,2,0,0
4190002,7751,386,45,3
4190003,7752,166,11,1
4190004,7753,338,53,1
4190005,7754,927,83,6
4190006,7755,265,53,1
4190007,7756,305,117,0
4190008,7757,373,180,3
419001,7758,584,124,1
419001,7759,714,177,4
419001,7760,208,35,0
419009,7761,475,115,2
419009,7762,418,77,5
41901,7763,266,360,2
41901,7764,583,91,3
4210101,7765,38,4,1
4210102,7766,91,20,3
4210201,7767,73,19,7
4210202,7768,60,0,6
4210301,7769,86,11,3
4210302,7770,105,11,8
4210401,7771,239,22,15
4230001,7772,55,103,1
4230002,7773,55,237,1
4230003,7774,1043,423,9
4230004,7775,356,333,3
4230005,7776,1058,173,13
4230006,7777,376,91,3
4230007,7778,812,261,6
4230008,7779,587,183,5
4230009,7780,44,94,1
4230010,7781,611,683,3
4230011,7782,107,638,3
4230012,7783,258,791,4
4230013,7784,22,677,1
4230014,7785,556,325,11
4230015,7786,1972,302,8
4230016,7787,60,512,3
4230017,7788,652,84,3
4230018,7789,41,575,2
4230019,7790,1791,330,13
4230020,7791,112,162,3
4230021,7792,702,252,5
4230022,7793,135,114,2
4230023,7794,892,415,8
4230024,7795,766,232,9
4230025,7796,957,325,18
4230026,7797,1218,250,9
4230027,7798,614,340,11
4230028,7799,1590,338,13
4230029,7800,812,225,8
4230030,7801,1640,324,15
4230031,7802,1625,305,14
4230032,7803,406,121,2
4230033,7804,554,109,5
4230034,7805,164,504,0
4230035,7806,513,784,8
4230036,7807,260,1000,4
4230037,7808,992,218,0
4230038,7809,824,439,3
4230039,7810,122,135,2
4230040,7811,1836,371,13
4230041,7812,987,185,4
4230042,7813,1968,436,10
4230043,7814,554,335,11
4230044,7815,1181,762,14
4230045,7816,994,144,6
4230046,7817,400,176,2
4230047,7818,142,60,1
4230048,7819,190,206,4
4230049,7820,552,106,5
4230050,7821,1116,391,7
4230051,7822,956,518,10
4230052,7823,1029,196,3
4230053,7824,92,107,1
4230054,7825,1323,564,9
4230055,7826,720,399,9
4230056,7827,1485,559,12
4230057,7828,251,47,2
4230058,7829,1755,529,6
4230059,7830,1588,501,16
4230060,7831,85,153,2
4230061,7832,633,567,10
4230062,7833,826,140,7
4230063,7834,345,71,3
4230064,7835,830,160,5
4230066,7836,170,156,2
4230071,7837,1818,484,14
4230073,7838,161,145,3
4230074,7839,161,39,1
4230075,7840,1682,257,9
4230076,7841,73,213,1
4230077,7842,267,158,3
4230079,7843,1603,442,16
4230081,7844,43,83,1
4230082,7845,8,12,0
4230085,7846,582,103,4
4250001,7847,698,130,4
4250002,7848,851,176,5
4250003,7849,675,159,7
4250004,7850,808,168,9
4270001,7851,183,452,4
4270002,7852,213,640,3
4270003,7853,155,499,6
4270004,7854,126,139,0
4270005,7855,18,31,0
4270006,7856,292,1359,21
4270007,7857,97,325,2
4270008,7858,215,814,4
4270009,7859,113,385,3
4270010,7860,178,526,2
4270011,7861,287,1365,15
4270012,7862,251,725,5
4270013,7863,195,568,1
4270014,7864,113,418,2
4290001,7865,492,71,4
4290002,7866,760,92,1
4290003,7867,459,65,4
4290004,7868,728,86,4
4290005,7869,188,10,0
4310001,7870,96,8,0
4310001,7871,29,4,0
4310002,7872,62,10,0
4310002,7873,0,0,0
4310002,7874,3,1,0
4310002,7875,6,1,0
4310002,7876,6,1,0
4310003,7877,139,7,0
4310004,7878,101,12,0
4330001,7879,133,19,2
4330002,7880,133,32,0
4330003,7881,127,20,0
4330004,7882,104,41,3
4350101,7883,154,75,1
4350201,7884,284,41,4
4350301,7885,327,77,1
4350401,7886,169,72,1
4370001,7887,208,61,2
4370002,7888,363,105,2
4370003,7889,327,70,1
4370004,7890,116,59,2
4370006,7891,118,42,0
4370007,7892,200,36,6
4370009,7893,17,7,0
4370011,7894,112,40,1
4391001,7895,461,598,12
4391004,7896,640,674,10
4391005,7897,22,331,2
4391008,7898,3,110,2
4391009,7899,466,336,12
4391010,7900,27,117,0
4391011,7901,34,325,0
4391012,7902,441,800,9
4391013,7903,134,1004,7
4391014,7904,106,176,2
4391015,7905,206,429,5
4391019,7906,59,242,0
4391021,7907,1159,631,16
4391022,7908,391,365,3
4391023,7909,442,447,7
4391024,7910,302,194,4
4391025,7911,279,644,5
4391034,7912,1401,447,11
4391056,7913,29,137,3
4391059,7914,17,194,0
4391061,7915,5,49,0
4391062,7916,5,16,0
4391064,7917,0,0,0
4391066,7918,116,262,3
4391071,7919,359,796,11
4391074,7920,24,263,2
4391075,7921,51,296,2
4391076,7922,270,494,4
4391078,7923,10,348,2
4391079,7924,20,435,0
4391080,7925,25,472,2
4391081,7926,245,198,4
4391082,7927,98,190,1
4391083,7928,58,324,2
4391084,7929,0,0,0
4391085,7930,120,223,3
4391088,7931,79,445,2
4391089,7932,25,554,1
4391090,7933,25,519,3
4391094,7934,266,612,8
4391095,7935,344,263,4
4391098,7936,44,614,4
4391099,7937,89,252,0
4391103,7938,597,307,4
4391104,7939,112,1160,6
4391105,7940,556,538,11
4391106,7941,20,884,6
4391108,7942,520,619,12
4391109,7943,101,376,5
4391111,7944,637,217,6
4391117,7945,583,632,10
4391119,7946,699,1364,15
4391120,7947,54,1192,6
4391126,7948,279,724,15
4391127,7949,34,698,3
4391132,7950,30,612,3
4391133,7951,415,667,10
4391142,7952,374,413,9
4391146,7953,449,925,7
4391149,7954,206,876,5
4391150,7955,226,580,4
4391151,7956,251,394,10
4391153,7957,54,813,1
4391154,7958,34,175,1
4391165,7959,44,103,1
4391167,7960,419,493,15
4391170,7961,500,1003,11
4391175,7962,338,504,7
4391184,7963,178,273,8
4391186,7964,293,119,2
4391188,7965,9,268,0
4391189,7966,662,808,13
4391197,7967,470,559,10
4391198,7968,61,125,2
4391199,7969,155,127,2
4391206,7970,993,569,18
4391207,7971,559,799,12
4391208,7972,724,380,8
4391211,7973,45,863,7
4391227,7974,153,441,4
4391236,7975,137,229,4
4391237,7976,104,260,0
4391238,7977,529,1027,11
4391241,7978,33,88,0
4391244,7979,70,32,0
4391251,7980,200,1043,9
4391255,7981,515,1222,6
4391257,7982,262,563,9
4391264,7983,566,528,7
4391265,7984,481,760,8
4391270,7985,138,178,1
4391271,7986,1098,444,12
4391273,7987,321,715,9
4391277,7988,426,461,7
4391278,7989,163,890,7
4391279,7990,317,898,6
4391291,7991,41,974,6
4391292,7992,162,631,7
4391293,7993,83,555,1
4391294,7994,822,583,18
4391295,7995,122,300,2
4391296,7996,828,721,12
4391297,7997,61,1161,4
4391298,7998,587,830,10
4391300,7999,366,890,9
4391301,8000,123,878,2
4391311,8001,224,824,10
4391337,8002,963,523,14
4391339,8003,898,769,18
4391345,8004,89,101,3
4391346,8005,17,401,1
4391347,8006,906,1355,18
4391348,8007,379,146,4
4391351,8008,0,0,0
4391352,8009,272,116,0
4391366,8010,1,4,0
4391376,8011,0,7,1
4391377,8012,1076,1299,15
4391378,8013,413,1437,9
4391380,8014,346,527,10
4391382,8015,246,905,9
4391388,8016,444,1141,12
4391394,8017,0,0,0
4391404,8018,257,812,7
4391407,8019,12,28,0
4391408,8020,23,70,1
4391412,8021,0,0,0
4391414,8022,5,21,0
4391415,8023,111,485,4
4391416,8024,40,53,0
4391418,8025,0,0,0
4391420,8026,0,0,0
4391423,8027,1372,641,10
4391424,8028,10,7,0
4391427,8029,0,2,1
4391430,8030,1,4,0
4391431,8031,780,344,8
4391434,8032,3,0,0
4391436,8033,188,307,2
4391437,8034,191,196,1
4391439,8035,6,47,0
4391440,8036,191,786,8
4391441,8037,67,323,2
4391444,8038,7,36,0
4391445,8039,18,37,1
4391455,8040,0,0,0
4391457,8041,2,1,0
4391459,8042,223,760,12
4391460,8043,244,975,3
4391463,8044,177,602,6
4391472,8045,66,56,1
4391473,8046,15,31,0
4391476,8047,12,33,0
4391477,8048,55,373,3
4391479,8049,17,69,2
4391481,8050,23,155,1
4391482,8051,27,272,1
4391489,8052,242,742,7
4391490,8053,111,243,3
4391491,8054,1,0,0
4391501,8055,108,175,4
4391504,8056,911,246,12
4391514,8057,0,0,0
4391515,8058,9,8,0
4391518,8059,85,311,0
4391543,8060,75,381,4
4391544,8061,0,2,0
4391547,8062,0,0,0
4391549,8063,0,0,0
4391550,8064,0,20,0
4391555,8065,1,1,0
4391559,8066,29,89,0
4391564,8067,0,0,0
4391576,8068,3,75,0
4391577,8069,55,418,3
4391578,8070,137,508,5
4391586,8071,0,1,0
4391589,8072,44,71,0
4391594,8073,0,0,0
4391597,8074,33,220,0
4391603,8075,0,0,0
4391605,8076,0,0,0
4391607,8077,0,0,0
4391608,8078,218,387,3
4391610,8079,13,13,0
4391611,8080,4,4,0
4391617,8081,5,9,0
4391619,8082,3,9,0
4391621,8083,27,75,0
4391622,8084,15,14,0
4391623,8085,0,0,0
4391625,8086,0,0,0
4391627,8087,120,49,3
4391631,8088,49,91,1
4391633,8089,8,10,0
4391639,8090,105,458,3
4391641,8091,510,876,13
4391642,8092,297,914,5
4391651,8093,0,0,0
4391652,8094,0,79,1
4391672,8095,0,0,0
4391674,8096,0,0,0
4391676,8097,46,107,1
4391677,8098,7,11,0
4391678,8099,1,4,0
4391679,8100,0,0,0
4391684,8101,122,166,5
4391701,8102,269,370,6
4391704,8103,770,469,14
4391710,8104,568,573,7
4391714,8105,429,1257,11
4391715,8106,228,340,6
4391717,8107,546,383,8
4391718,8108,181,351,6
4391719,8109,1226,646,22
4391722,8110,118,140,2
4391723,8111,115,199,3
4391734,8112,290,1228,9
4391738,8113,3,9,0
4391739,8114,9,30,1
4391740,8115,0,0,0
4391747,8116,0,0,0
4391749,8117,0,0,0
4391752,8118,0,0,0
4391753,8119,0,0,0
4391801,8120,0,0,0
4391821,8121,0,0,0
4391831,8122,302,516,10
4391834,8123,613,200,6
4391837,8124,276,278,4
4391845,8125,582,689,14
4391848,8126,739,472,7
4392002,8127,0,3,0
4392003,8128,329,283,16
4392007,8129,864,563,8
4392026,8130,663,563,16
4392027,8131,92,181,2
4392028,8132,509,313,12
4392029,8133,932,592,19
4392030,8134,370,1321,15
4392031,8135,358,1000,9
4392033,8136,551,541,6
4392052,8137,442,831,14
4392055,8138,660,625,14
4392058,8139,3,6,0
4392100,8140,139,147,5
4392112,8141,868,428,6
4392134,8142,133,222,2
4392143,8143,165,244,6
4392145,8144,222,588,12
4392147,8145,394,376,10
4392148,8146,256,741,13
4392158,8147,773,688,16
4392161,8148,246,623,10
4392168,8149,218,338,6
4392169,8150,110,330,5
4392171,8151,953,765,20
4392173,8152,456,242,6
4392174,8153,811,748,9
4392180,8154,157,593,3
4392181,8155,911,796,15
4392190,8156,78,99,1
4392205,8157,892,666,27
4392210,8158,134,300,3
4392217,8159,535,964,18
4392219,8160,814,767,8
4392220,8161,988,751,9
4392221,8162,461,535,9
4392223,8163,863,379,6
4392224,8164,322,698,8
4392225,8165,111,529,4
4392226,8166,301,636,6
4392228,8167,954,662,10
4392229,8168,645,640,22
4392235,8169,470,853,8
4392246,8170,462,352,10
4392258,8171,243,117,0
4392262,8172,405,170,4
4392263,8173,305,599,5
4392266,8174,1097,788,19
4392267,8175,296,717,9
4392268,8176,267,393,4
4392269,8177,102,131,3
4392274,8178,2,0,0
4392275,8179,173,332,4
4392280,8180,480,458,19
4392281,8181,450,396,3
4392299,8182,230,649,6
4392302,8183,131,608,7
4392303,8184,802,629,15
4392304,8185,889,607,8
4392305,8186,580,512,10
4392306,8187,802,495,12
4392307,8188,1203,1037,21
4392308,8189,890,746,13
4392309,8190,238,429,7
4392310,8191,600,530,14
4392313,8192,853,600,16
4392314,8193,1255,814,25
4392315,8194,289,652,10
4392316,8195,418,591,8
4392317,8196,470,364,5
4392318,8197,664,444,6
4392319,8198,905,598,14
4392320,8199,271,634,8
4392341,8200,45,156,0
4392349,8201,321,676,6
4392353,8202,227,429,3
4392354,8203,267,520,6
4392355,8204,496,407,7
4392356,8205,868,947,10
4392357,8206,1158,759,11
4392358,8207,876,609,13
4392360,8208,1332,656,15
4392379,8209,519,1499,7
4392381,8210,60,205,2
4392383,8211,420,810,7
4392393,8212,72,139,2
4392401,8213,93,74,2
4392402,8214,6,2,0
4392403,8215,2,8,0
4392405,8216,310,827,5
4392411,8217,40,146,1
4392413,8218,68,299,1
4392419,8219,0,0,0
4392425,8220,721,982,9
4392426,8221,859,556,7
4392428,8222,69,184,0
4392435,8223,756,793,16
4392438,8224,371,1003,11
4392442,8225,465,581,7
4392448,8226,457,1085,16
4392449,8227,263,564,4
4392450,8228,382,916,9
4392451,8229,9,61,0
4392453,8230,362,857,3
4392461,8231,194,785,9
4392462,8232,246,656,6
4392464,8233,167,136,2
4392466,8234,195,473,6
4392467,8235,403,846,12
4392468,8236,812,686,11
4392474,8237,157,63,2
4392484,8238,337,828,4
4392488,8239,420,935,5
4392505,8240,586,380,7
4392506,8241,950,795,21
4392513,8242,0,0,0
4392519,8243,189,440,4
4392520,8244,584,586,12
4392521,8245,407,352,10
4392522,8246,1075,837,12
4392523,8247,504,1161,11
4392524,8248,1181,400,15
4392525,8249,415,1219,10
4392535,8250,1019,654,11
4392536,8251,486,631,8
4392537,8252,170,512,5
4392541,8253,353,920,9
4392546,8254,7,29,0
4392548,8255,694,309,14
4392553,8256,247,535,10
4392556,8257,688,518,10
4392557,8258,177,489,11
4392561,8259,0,0,0
4392569,8260,4,21,0
4392571,8261,0,0,0
4392581,8262,454,850,14
4392600,8263,0,0,0
4392601,8264,0,0,0
4392606,8265,1,7,0
4392609,8266,0,0,0
4392612,8267,0,0,0
4392613,8268,277,983,10
4392614,8269,72,121,0
4392616,8270,8,26,0
4392618,8271,8,26,0
4392635,8272,271,648,5
4392636,8273,793,589,18
4392643,8274,170,293,3
4392644,8275,458,1237,10
4392645,8276,841,460,6
4392655,8277,168,379,7
4392656,8278,9,43,0
4392657,8279,4,10,0
4392658,8280,57,169,1
4392659,8281,3,4,0
4392660,8282,80,54,0
4392670,8283,25,47,1
4392673,8284,0,0,0
4392675,8285,0,0,0
4392680,8286,0,0,0
4392681,8287,0,0,0
4392697,8288,619,905,11
4392699,8289,687,1346,8
4392708,8290,475,823,5
4392712,8291,835,974,15
4392721,8292,687,432,10
4392726,8293,359,874,12
4392727,8294,227,195,4
4392731,8295,243,670,6
4392741,8296,27,55,0
4392742,8297,85,158,2
4392743,8298,2,3,0
4392744,8299,40,98,2
4392745,8300,61,59,3
4392746,8301,285,412,10
4392748,8302,0,0,0
4392751,8303,0,0,0
4392755,8304,0,0,0
4392775,8305,0,0,0
4392827,8306,0,0,0
4392827,8307,0,0,0
4392835,8308,531,439,7
4392838,8309,311,808,12
4392839,8310,84,112,1
4392840,8311,243,593,5
4392843,8312,374,640,8
4393032,8313,510,324,14
4393035,8314,1619,937,20
4393036,8315,490,593,17
4393037,8316,1148,659,17
4393038,8317,968,938,16
4393039,8318,969,549,13
4393040,8319,1200,654,13
4393041,8320,1147,873,21
4393043,8321,393,152,4
4393049,8322,1419,601,23
4393054,8323,1352,837,17
4393063,8324,733,388,13
4393072,8325,1223,524,14
4393114,8326,1037,657,15
4393131,8327,623,374,12
4393139,8328,389,321,11
4393140,8329,687,374,13
4393152,8330,16,5,1
4393156,8331,805,320,6
4393157,8332,632,602,10
4393160,8333,561,586,16
4393164,8334,627,422,14
4393166,8335,555,678,12
4393172,8336,802,651,16
4393176,8337,1132,815,18
4393177,8338,1117,494,7
4393183,8339,1036,1073,21
4393185,8340,2,0,0
4393187,8341,523,381,12
4393192,8342,378,112,2
4393193,8343,1576,641,15
4393194,8344,658,434,17
4393196,8345,977,506,12
4393200,8346,830,658,11
4393209,8347,1962,751,17
4393212,8348,525,585,14
4393213,8349,576,434,7
4393214,8350,912,654,14
4393215,8351,1026,476,16
4393216,8352,1011,1097,14
4393240,8353,1031,745,20
4393247,8354,403,510,12
4393248,8355,1820,886,22
4393249,8356,1007,1021,19
4393254,8357,666,616,12
4393260,8358,664,341,14
4393282,8359,638,397,14
4393283,8360,694,418,14
4393286,8361,440,146,0
4393287,8362,846,576,19
4393289,8363,910,534,20
